縣市,城市編號,城市名,預報時間,氣溫,體感溫,風速,風向,氣壓,濕度,露點溫度,雲量,時雨量,預報信心,藍天指數,喝水指數,能見度,濃霧
臺中市,120,西區,2017012313,22.1,23.3,3.3,345,1023,57,13.3,34,0,95,4,5,16,1
臺中市,120,西區,2017012314,22.8,25.3,3.8,351,1023,56,13.6,32,0,90,5,6,16,1
臺中市,120,西區,2017012315,22,23.1,4.6,351,1023,59,13.7,25,0,90,5,5,16,1
臺中市,120,西區,2017012316,20.6,20.1,4.7,353,1023,63,13.3,21,0,90,5,4,16,1
臺中市,120,西區,2017012317,19,17.1,3.9,291,1023,68,13,34,0,90,5,3,14,1
臺中市,120,西區,2017012318,17.2,13.6,3.2,349,1023,75,12.7,37,0,90,5,2,13,1
臺中市,120,西區,2017012319,16,12.6,2.4,344,1024,80,12.5,34,0,95,5,1,13,1
臺中市,120,西區,2017012320,15.3,12.3,1.8,347,1024,83,12.5,32,0,90,5,1,13,1
臺中市,120,西區,2017012321,15.4,12.7,1.7,220,1024,83,12.4,36,0,95,5,1,12,1
臺中市,120,西區,2017012322,15,12.8,1.2,245,1024,86,12.6,43,0,95,5,1,12,1
臺中市,120,西區,2017012323,15,13.3,0.9,108,1024,86,12.7,51,0,95,4,1,11,1
臺中市,120,西區,2017012400,15.7,14.6,0.5,95,1024,81,12.5,51,0,95,4,2,12,1
臺中市,120,西區,2017012401,15.9,15,0.3,122,1024,81,12.6,53,0,90,3,2,12,1
臺中市,120,西區,2017012402,16.1,14.9,0.5,332,1024,80,12.7,55,0,90,3,2,12,1
臺中市,120,西區,2017012403,16.1,15.3,0.3,205,1024,81,12.7,56,0,85,3,2,12,1
臺中市,120,西區,2017012404,16.1,14.8,0.7,119,1024,82,12.9,58,0,85,3,2,12,1
臺中市,120,西區,2017012405,15.7,14.3,0.9,143,1024,86,13.4,63,0,85,3,1,11,1
臺中市,120,西區,2017012406,15.9,14.3,1.1,348,1024,86,13.5,64,0.1,85,3,1,11,1
臺中市,120,西區,2017012407,15.9,14.9,1.2,340,1025,87,13.7,65,0,90,3,2,11,1
臺中市,120,西區,2017012408,17.1,17.9,1.1,340,1025,81,13.7,60,0,90,3,3,12,1
臺中市,120,西區,2017012409,18.7,20.7,1.3,147,1025,74,14,56,0,90,3,4,12,1
臺中市,120,西區,2017012410,19,20.3,1.6,347,1025,74,14.2,46,0.1,80,4,4,13,1
臺中市,120,西區,2017012411,21.1,23.9,2.5,343,1025,65,14.4,32,0,85,5,5,15,1
臺中市,120,西區,2017012412,22.8,26,3.4,336,1024,60,14.5,29,0,85,5,6,16,1
臺中市,120,西區,2017012413,23.3,26.1,3.5,334,1024,57,14.4,28,0,85,5,6,16,1
臺中市,120,西區,2017012414,23,25.5,3.7,343,1023,59,14.6,28,0,85,5,6,16,1
臺中市,120,西區,2017012415,22.6,23.6,4.6,340,1023,63,15,23,0,90,5,5,16,1
臺中市,120,西區,2017012416,21.7,21.8,4,343,1023,65,14.7,23,0,90,5,4,15,1
臺中市,120,西區,2017012417,20.1,18.7,3.6,347,1023,71,14.7,30,0,90,5,3,14,1
臺中市,120,西區,2017012418,18.6,15.1,2.7,348,1024,79,14.8,33,0,90,5,2,13,1
臺中市,120,西區,2017012419,18.1,14.6,2.7,351,1024,80,14.6,33,0,85,5,2,13,1
臺中市,120,西區,2017012420,17.5,14.6,1.8,345,1025,83,14.4,35,0,85,5,2,13,1
臺中市,120,西區,2017012421,16.5,13.9,1.5,338,1025,87,14.3,37,0,85,5,1,12,1
臺中市,120,西區,2017012422,16,12.9,1.9,347,1025,88,14,33,0,90,5,1,12,1
臺中市,120,西區,2017012423,15.2,12.1,1.7,346,1025,92,13.9,32,0,95,5,1,12,1
臺中市,121,西屯區,2017012300,13,7.7,4.4,24,1024,76,8.7,5,0,95,5,0,15,1
臺中市,121,西屯區,2017012301,12.8,8.3,2.8,24,1023,80,9.4,6,0,90,5,0,14,1
臺中市,121,西屯區,2017012302,12.5,8.3,2.3,17,1023,82,9.5,7,0,85,5,0,14,1
臺中市,121,西屯區,2017012303,12.4,8.2,2.5,149,1023,82,9.4,10,0,85,5,0,14,1
臺中市,121,西屯區,2017012304,12.4,8.1,2.8,146,1023,81,9.1,14,0,70,5,0,14,1
臺中市,121,西屯區,2017012305,12.5,7.9,3.2,131,1023,80,9.1,10,0,60,5,0,14,1
臺中市,121,西屯區,2017012306,12.6,7.8,3.6,37,1024,79,9.1,10,0,60,5,0,14,1
臺中市,121,西屯區,2017012307,13.3,10.1,3.7,19,1024,76,9.1,19,0,65,5,1,14,1
臺中市,121,西屯區,2017012308,15.1,14.5,3.9,5,1024,70,9.7,21,0,70,5,3,15,1
臺中市,121,西屯區,2017012309,17.2,18.1,4.3,35,1024,66,10.8,25,0,75,5,4,15,1
臺中市,121,西屯區,2017012310,19.1,21,4.5,131,1024,62,11.7,25,0,80,5,5,16,1
臺中市,121,西屯區,2017012311,20.5,22.8,4.7,175,1024,60,12.5,25,0,80,5,5,16,1
臺中市,121,西屯區,2017012312,20.9,22.3,5.1,173,1024,62,13.3,29,0,90,5,5,15,1
臺中市,121,西屯區,2017012313,21,21.8,5.8,176,1023,63,13.7,30,0,95,5,5,15,1
臺中市,121,西屯區,2017012314,21.1,22.4,6.2,176,1023,63,13.8,26,0,90,5,5,15,1
臺中市,121,西屯區,2017012315,20.3,20.2,7,335,1023,66,13.7,18,0,95,5,4,15,1
臺中市,121,西屯區,2017012316,19.3,17.9,6.7,177,1023,68,13.3,19,0,95,5,3,15,1
臺中市,121,西屯區,2017012317,17.7,14.8,5.9,36,1023,73,12.8,31,0,90,5,2,14,1
臺中市,121,西屯區,2017012318,15.9,11.3,5.3,131,1023,79,12.2,40,0,85,5,1,13,1
臺中市,121,西屯區,2017012319,14.9,10.7,4.2,145,1024,83,12,37,0,90,5,1,12,1
臺中市,121,西屯區,2017012320,14.6,10.6,3.6,131,1024,84,11.9,36,0,95,5,1,12,1
臺中市,121,西屯區,2017012321,14.5,10.9,3.1,321,1024,84,11.9,38,0,95,5,1,12,1
臺中市,121,西屯區,2017012322,14.8,11.7,2.4,36,1024,83,11.9,43,0,90,4,1,12,1
臺中市,121,西屯區,2017012323,14.4,12,1.6,12,1024,88,12.4,48,0,95,5,1,11,1
臺中市,121,西屯區,2017012400,15.2,13.3,1.1,19,1024,85,12.6,50,0,90,4,1,12,1
臺中市,121,西屯區,2017012401,15.5,14.1,0.6,38,1024,85,12.9,49,0,95,4,1,12,1
臺中市,121,西屯區,2017012402,15.7,14.3,0.6,192,1024,83,12.8,51,0,90,4,1,12,1
臺中市,121,西屯區,2017012403,15.8,14.5,0.6,317,1024,81,12.6,53,0,85,3,2,12,1
臺中市,121,西屯區,2017012404,15.7,13.6,1.5,117,1024,83,12.7,58,0,85,3,1,11,1
臺中市,121,西屯區,2017012405,15.5,13.3,1.7,9,1024,85,13,59,0,85,3,1,11,1
臺中市,121,西屯區,2017012406,15.3,13,1.8,134,1024,89,13.5,64,0.1,85,3,1,11,1
臺中市,121,西屯區,2017012407,15.5,13.9,2,147,1025,87,13.4,63,0.1,90,3,1,11,1
臺中市,121,西屯區,2017012408,16.3,16.4,2,350,1025,84,13.5,62,0,85,2,2,11,1
臺中市,121,西屯區,2017012409,17.7,18.7,2.5,4,1025,78,13.8,54,0,85,3,3,12,1
臺中市,121,西屯區,2017012410,19.1,21.4,2.4,312,1025,73,14.2,46,0,85,4,4,13,1
臺中市,121,西屯區,2017012411,20.1,22.5,3.6,352,1025,70,14.5,34,0,85,5,5,14,1
臺中市,121,西屯區,2017012412,21.2,23.9,4.6,343,1025,66,14.7,31,0,85,5,5,15,1
臺中市,121,西屯區,2017012413,21.3,21.8,4.8,342,1024,66,14.7,32,0,85,5,4,15,1
臺中市,121,西屯區,2017012414,21.6,23.6,4.8,351,1023,66,14.8,31,0,90,5,5,15,1
臺中市,121,西屯區,2017012415,21,21.6,5.9,346,1023,69,15,26,0,90,5,4,15,1
臺中市,121,西屯區,2017012416,20.2,19.8,5.5,351,1023,71,14.8,26,0,90,5,4,14,1
臺中市,121,西屯區,2017012417,19,16.6,5.1,354,1023,76,14.7,32,0,90,5,3,13,1
臺中市,121,西屯區,2017012418,17.8,13.2,4.9,356,1024,82,14.6,34,0,90,5,1,13,1
臺中市,121,西屯區,2017012419,17,12.7,4.3,333,1024,84,14.2,35,0,85,5,1,12,1
臺中市,121,西屯區,2017012420,16.2,12.4,3.6,351,1025,86,13.9,37,0,85,5,1,12,1
臺中市,121,西屯區,2017012421,15.9,12.2,3.2,347,1025,87,13.7,37,0,85,5,1,12,1
臺中市,121,西屯區,2017012422,15.5,11.5,3.3,347,1025,87,13.3,32,0,95,5,1,12,1
臺中市,121,西屯區,2017012423,14.9,11,3.1,348,1025,90,13.2,32,0,95,5,1,12,1
臺中市,122,豐原區,2017012300,12.8,8,3.2,61,1023,77,8.8,5,0,95,5,0,15,1
臺中市,122,豐原區,2017012301,12.9,8.7,2.2,83,1023,80,9.4,5,0,90,5,1,14,1
臺中市,122,豐原區,2017012302,13.2,9.6,1.4,96,1023,75,8.9,4,0,80,5,1,15,1
臺中市,122,豐原區,2017012303,13.3,9.9,1.3,257,1023,74,8.7,7,0,80,5,1,15,1
臺中市,122,豐原區,2017012304,12.7,9.2,1.6,314,1023,77,8.8,11,0,80,5,1,14,1
臺中市,122,豐原區,2017012305,12.9,9.4,1.6,34,1023,76,8.8,11,0,70,5,1,14,1
臺中市,122,豐原區,2017012306,12.6,8.5,2.3,47,1024,79,9,10,0,70,5,0,14,1
臺中市,122,豐原區,2017012307,12.7,9.6,3.1,48,1024,78,9,11,0,70,5,1,14,1
臺中市,122,豐原區,2017012308,14.8,14.1,3.6,37,1024,69,9.2,14,0,75,5,3,15,1
臺中市,122,豐原區,2017012309,17.3,18.5,3,17,1024,63,10,16,0,75,5,4,16,1
臺中市,122,豐原區,2017012310,18.9,21.2,3.3,258,1024,59,10.8,19,0,85,5,5,16,1
臺中市,122,豐原區,2017012311,20,22.5,3.6,161,1024,59,11.8,17,0,80,5,5,16,1
臺中市,122,豐原區,2017012312,20.7,23.2,4.4,160,1024,61,12.8,24,0,85,5,5,16,1
臺中市,122,豐原區,2017012313,20.8,22.8,5.5,164,1023,62,13.2,24,0,95,5,5,16,1
臺中市,122,豐原區,2017012314,20.5,21.7,5.9,18,1023,63,13.3,22,0,95,5,5,16,1
臺中市,122,豐原區,2017012315,19.9,20.2,6.3,164,1023,65,13.2,20,0,90,5,4,15,1
臺中市,122,豐原區,2017012316,18.9,17.7,6,14,1023,68,12.9,18,0,95,5,3,15,1
臺中市,122,豐原區,2017012317,17.6,15,4.9,10,1023,72,12.5,24,0,90,5,2,14,1
臺中市,122,豐原區,2017012318,15.9,11.9,3.3,21,1023,79,12.2,32,0,90,5,1,13,1
臺中市,122,豐原區,2017012319,15.1,12,2.4,28,1024,84,12.4,41,0,85,5,1,12,1
臺中市,122,豐原區,2017012320,15,11.8,2.1,47,1024,87,12.7,36,0,95,5,1,12,1
臺中市,122,豐原區,2017012321,14.9,12.2,1.5,81,1024,90,13.2,38,0,95,5,1,12,1
臺中市,122,豐原區,2017012322,14.9,12.5,1.3,105,1024,90,13.1,42,0,95,5,1,12,1
臺中市,122,豐原區,2017012323,14.5,12.4,1.1,148,1024,89,12.7,44,0,90,5,1,12,1
臺中市,122,豐原區,2017012400,14.3,12.5,1.1,166,1024,92,13,55,0,95,5,1,11,1
臺中市,122,豐原區,2017012401,14.3,12.3,1.3,169,1024,90,12.6,57,0,95,4,1,11,1
臺中市,122,豐原區,2017012402,15,13.5,0.9,211,1024,91,13.4,65,0,85,3,1,10,1
臺中市,122,豐原區,2017012403,15.2,14,0.6,255,1024,91,13.6,66,0,85,2,1,10,1
臺中市,122,豐原區,2017012404,15,13.4,1.1,257,1024,86,12.6,66,0.1,85,2,1,11,1
臺中市,122,豐原區,2017012405,15.3,13.5,1.3,21,1024,87,13.1,67,0.1,85,2,1,11,1
臺中市,122,豐原區,2017012406,15.4,13.4,1.5,58,1024,88,13.4,64,0.2,90,3,1,11,1
臺中市,122,豐原區,2017012407,15.5,14.1,1.5,155,1025,87,13.4,64,0.1,90,2,1,11,1
臺中市,122,豐原區,2017012408,16.4,17,1.5,68,1025,83,13.5,57,0.1,90,3,3,11,1
臺中市,122,豐原區,2017012409,16.9,16.8,2.1,344,1026,82,13.7,55,0,90,3,3,12,1
臺中市,122,豐原區,2017012410,18.8,22.2,2.4,342,1026,74,14.1,44,0,90,5,5,13,1
臺中市,122,豐原區,2017012411,19.2,19.5,3.1,331,1025,71,13.9,41,0,85,4,4,13,1
臺中市,122,豐原區,2017012412,20.3,23,4.4,331,1025,69,14.3,39,0,85,4,5,14,1
臺中市,122,豐原區,2017012413,21.2,24,4.1,338,1024,65,14.2,38,0,85,5,5,15,1
臺中市,122,豐原區,2017012414,21.2,23.4,4.4,346,1023,66,14.5,39,0,85,5,5,14,1
臺中市,122,豐原區,2017012415,20.7,21.6,5.6,341,1023,69,14.9,33,0,85,5,4,14,1
臺中市,122,豐原區,2017012416,20.1,20,4.9,347,1023,70,14.5,29,0,90,5,4,14,1
臺中市,122,豐原區,2017012417,19,17,4.2,353,1023,74,14.3,34,0,85,5,3,13,1
臺中市,122,豐原區,2017012418,17.8,13.7,3.9,353,1024,81,14.4,36,0,85,5,1,13,1
臺中市,122,豐原區,2017012419,17.2,13.8,2.6,200,1024,83,14.3,37,0,85,5,1,12,1
臺中市,122,豐原區,2017012420,16.7,13.8,2,194,1025,86,14.3,39,0,85,5,1,12,1
臺中市,122,豐原區,2017012421,16.7,14.4,1.3,203,1025,85,14.1,38,0,85,5,2,12,1
臺中市,122,豐原區,2017012422,15.7,12.9,1.8,335,1025,89,13.9,39,0,90,5,1,12,1
臺中市,122,豐原區,2017012423,15.1,12.5,1.3,199,1025,94,14.1,36,0,95,5,1,12,1
臺中市,123,霧峰區,2017012300,13.7,10.1,1.7,169,1023,79,10.2,10,0,95,5,1,14,1
臺中市,123,霧峰區,2017012301,13.8,10.3,1.5,173,1023,77,9.9,6,0,85,5,1,15,1
臺中市,123,霧峰區,2017012302,14.4,11.3,1.2,177,1023,72,9.3,7,0,85,5,1,15,1
臺中市,123,霧峰區,2017012303,14.6,11.7,1.1,227,1023,70,9.2,10,0,85,5,1,15,1
臺中市,123,霧峰區,2017012304,13.6,10.3,1.5,304,1023,78,9.8,13,0,75,5,1,14,1
臺中市,123,霧峰區,2017012305,12.6,8.9,1.9,353,1023,83,9.7,13,0,70,5,0,14,1
臺中市,123,霧峰區,2017012306,12.8,9.3,1.7,19,1024,82,9.7,16,0,75,5,1,14,1
臺中市,123,霧峰區,2017012307,13.4,12.1,1.2,259,1024,78,9.6,23,0,80,5,2,14,1
臺中市,123,霧峰區,2017012308,15.4,17.2,0.7,261,1024,61,8,22,0,80,5,4,16,1
臺中市,123,霧峰區,2017012309,17.8,20.9,0.9,309,1024,57,9,27,0,90,5,5,16,1
臺中市,123,霧峰區,2017012310,19.4,22.7,1.7,277,1024,56,10.4,21,0,90,5,5,17,1
臺中市,123,霧峰區,2017012311,20.9,24.5,2.3,260,1024,56,11.6,28,0,90,5,6,17,1
臺中市,123,霧峰區,2017012312,21.4,24.7,2.8,262,1024,57,12.5,28,0,95,5,6,16,1
臺中市,123,霧峰區,2017012313,22,25.6,2.5,286,1023,56,12.9,28,0,95,5,6,16,1
臺中市,123,霧峰區,2017012314,22.5,26.4,1.9,257,1023,56,13.2,41,0,95,5,6,16,1
臺中市,123,霧峰區,2017012315,22.5,25.1,2.6,284,1023,58,13.7,45,0,90,4,5,15,1
臺中市,123,霧峰區,2017012316,21.3,21.6,4.2,326,1023,61,13.6,47,0,85,4,4,15,1
臺中市,123,霧峰區,2017012317,19.9,17.8,4,332,1023,65,13.1,40,0,85,5,3,14,1
臺中市,123,霧峰區,2017012318,18.3,14.9,2.6,326,1023,71,12.9,38,0,90,5,2,14,1
臺中市,123,霧峰區,2017012319,17.2,14.3,1.7,323,1024,75,12.8,30,0,90,5,2,14,1
臺中市,123,霧峰區,2017012320,16.6,14.2,1.1,257,1024,78,12.7,33,0,90,5,2,13,1
臺中市,123,霧峰區,2017012321,16.1,14.4,0.6,258,1024,80,12.7,32,0,90,5,2,13,1
臺中市,123,霧峰區,2017012322,15.7,13.4,1.1,262,1024,86,13.3,37,0,85,5,1,12,1
臺中市,123,霧峰區,2017012323,15.8,14.3,0.8,223,1024,84,13.1,53,0,90,4,1,11,1
臺中市,123,霧峰區,2017012400,16.3,14.8,0.9,181,1024,81,13,54,0,90,3,2,12,1
臺中市,123,霧峰區,2017012401,16.5,15.2,0.9,223,1024,80,13.1,63,0,85,2,2,11,1
臺中市,123,霧峰區,2017012402,16.5,15.1,0.8,246,1024,81,13.2,60,0,85,3,2,11,1
臺中市,123,霧峰區,2017012403,16.1,14.9,0.7,296,1024,84,13.3,60,0,85,3,2,11,1
臺中市,123,霧峰區,2017012404,16.1,15,0.6,328,1024,84,13.4,61,0,85,3,2,11,1
臺中市,123,霧峰區,2017012405,15.6,13.9,1.2,315,1024,90,14,68,0,85,4,1,10,1
臺中市,123,霧峰區,2017012406,15.9,14.5,0.8,34,1024,85,13.3,62,0,85,3,1,11,1
臺中市,123,霧峰區,2017012407,15.8,16.1,0.7,333,1025,86,13.5,61,0,90,4,2,11,1
臺中市,123,霧峰區,2017012408,16.6,17.7,1,325,1025,83,13.6,62,0,90,3,3,11,1
臺中市,123,霧峰區,2017012409,17.8,21.4,1.1,319,1025,79,14.1,58,0,90,4,4,12,1
臺中市,123,霧峰區,2017012410,19.3,22.4,2,315,1025,75,14.7,50,0,80,4,5,13,1
臺中市,123,霧峰區,2017012411,20.8,24.4,2.6,327,1025,68,14.6,33,0,85,5,5,14,1
臺中市,123,霧峰區,2017012412,22.4,25.7,3.1,298,1024,61,14.5,28,0,85,5,6,16,1
臺中市,123,霧峰區,2017012413,23.1,25.6,4.1,307,1024,59,14.6,26,0,85,5,6,16,1
臺中市,123,霧峰區,2017012414,22.9,24.9,4.7,317,1023,60,14.6,29,0,90,5,5,16,1
臺中市,123,霧峰區,2017012415,23,24,4.6,320,1023,59,14.6,23,0,90,5,5,16,1
臺中市,123,霧峰區,2017012416,22.1,22.2,4.3,325,1023,62,14.5,26,0,90,5,4,16,1
臺中市,123,霧峰區,2017012417,20.8,19.2,3.9,332,1023,68,14.6,27,0,90,5,3,15,1
臺中市,123,霧峰區,2017012418,19.1,15.8,2.4,329,1024,77,14.9,32,0,90,5,2,13,1
臺中市,123,霧峰區,2017012419,18.5,15.7,1.8,325,1024,78,14.6,33,0,85,5,2,13,1
臺中市,123,霧峰區,2017012420,18.2,16.3,0.7,314,1025,79,14.5,34,0,85,5,2,13,1
臺中市,123,霧峰區,2017012421,17.5,15.1,1.3,284,1025,82,14.4,35,0,85,5,2,13,1
臺中市,123,霧峰區,2017012422,16.5,13.9,1.2,299,1025,87,14.3,31,0,90,5,1,12,1
臺中市,123,霧峰區,2017012423,16,14.4,0.4,242,1025,89,14.2,32,0,95,5,1,12,1
臺中市,124,龍井區,2017012300,12.2,5.9,6.6,28,1024,78,8.5,5,0,95,5,0,14,1
臺中市,124,龍井區,2017012301,12,6.5,4.8,26,1023,81,8.8,6,0,95,5,0,14,1
臺中市,124,龍井區,2017012302,12,6.7,4.2,27,1023,82,9,7,0,90,5,0,14,1
臺中市,124,龍井區,2017012303,11.9,6.8,4.1,23,1023,83,9.1,10,0,90,5,0,14,1
臺中市,124,龍井區,2017012304,11.9,7,4.1,24,1023,84,9.3,17,0,75,5,0,13,1
臺中市,124,龍井區,2017012305,11.9,6.9,4.1,21,1023,84,9.3,13,0,60,5,0,13,1
臺中市,124,龍井區,2017012306,12,6.7,4.5,27,1024,85,9.5,11,0,60,5,0,14,1
臺中市,124,龍井區,2017012307,12.3,8.6,4.9,23,1024,84,9.6,21,0,60,5,0,13,1
臺中市,124,龍井區,2017012308,14.2,12.8,5.8,19,1024,77,10.3,23,0,65,5,2,14,1
臺中市,124,龍井區,2017012309,16.3,16.2,6.4,19,1024,72,11.2,26,0,70,5,3,14,1
臺中市,124,龍井區,2017012310,18.2,19,7,16,1024,68,12.2,25,0,75,5,4,15,1
臺中市,124,龍井區,2017012311,19.4,20.5,7.8,16,1025,67,13.1,28,0,80,5,4,15,1
臺中市,124,龍井區,2017012312,20,21.2,8.2,14,1024,66,13.5,32,0,85,5,4,15,1
臺中市,124,龍井區,2017012313,19.8,19,8.6,13,1024,68,13.6,42,0,95,4,3,14,1
臺中市,124,龍井區,2017012314,19.7,20.2,8.8,12,1023,68,13.6,34,0,95,5,4,14,1
臺中市,124,龍井區,2017012315,19.1,18.7,8.8,10,1023,70,13.4,30,0,95,5,4,14,1
臺中市,124,龍井區,2017012316,18.1,16.2,8.4,11,1023,72,13,30,0,90,5,3,14,1
臺中市,124,龍井區,2017012317,16.8,12.8,7.5,16,1023,75,12.3,32,0,85,5,1,13,1
臺中市,124,龍井區,2017012318,15.4,10,7.2,17,1024,80,11.9,39,0,80,5,0,13,1
臺中市,124,龍井區,2017012319,14.9,9.9,6.1,20,1024,81,11.6,41,0,80,5,0,12,1
臺中市,124,龍井區,2017012320,14.2,9.8,4.9,18,1024,84,11.5,45,0,90,5,0,12,1
臺中市,124,龍井區,2017012321,14,10,4,17,1024,85,11.6,42,0,85,5,0,12,1
臺中市,124,龍井區,2017012322,14.5,10.9,3.4,21,1024,83,11.7,44,0,85,5,1,12,1
臺中市,124,龍井區,2017012323,14.6,11.3,2.7,22,1024,84,11.8,40,0,90,5,1,12,1
臺中市,124,龍井區,2017012400,14.8,11.7,2.3,30,1024,84,12,42,0,85,5,1,12,1
臺中市,124,龍井區,2017012401,15,12,2.1,23,1024,84,12.2,39,0,90,5,1,12,1
臺中市,124,龍井區,2017012402,15.1,12.4,1.8,33,1024,84,12.5,40,0,85,5,1,12,1
臺中市,124,龍井區,2017012403,15.3,12.6,1.8,11,1024,84,12.6,43,0,80,5,1,12,1
臺中市,124,龍井區,2017012404,15.4,12.5,2.2,28,1024,85,12.9,47,0,80,4,1,12,1
臺中市,124,龍井區,2017012405,15.3,12.3,2.5,22,1024,87,13.1,52,0,80,5,1,11,1
臺中市,124,龍井區,2017012406,15.2,12.5,2.2,25,1024,89,13.4,56,0,85,4,1,11,1
臺中市,124,龍井區,2017012407,15.2,13.5,2.8,19,1025,88,13.3,51,0,90,5,1,11,1
臺中市,124,龍井區,2017012408,16.1,15.1,3.2,13,1025,83,13.2,56,0,80,3,2,11,1
臺中市,124,龍井區,2017012409,17.3,18.6,4.2,14,1025,79,13.6,42,0,85,5,4,13,1
臺中市,124,龍井區,2017012410,18.6,18.7,4.4,7,1026,75,14,42,0,85,4,3,13,1
臺中市,124,龍井區,2017012411,19.7,21.5,5.7,145,1025,72,14.5,31,0,85,5,5,14,1
臺中市,124,龍井區,2017012412,19.9,20.1,5.7,53,1025,72,14.6,31,0,80,5,4,14,1
臺中市,124,龍井區,2017012413,20.2,21.7,6.6,316,1024,72,14.9,30,0,85,5,5,14,1
臺中市,124,龍井區,2017012414,20.4,21.4,7.2,145,1024,71,14.9,29,0,90,5,4,14,1
臺中市,124,龍井區,2017012415,19.9,19.8,7,51,1024,72,14.7,30,0,85,5,4,14,1
臺中市,124,龍井區,2017012416,19.4,18.3,7.1,24,1023,75,14.8,28,0,90,5,3,14,1
臺中市,124,龍井區,2017012417,18.4,15.7,6.4,7,1023,79,14.7,33,0,85,5,2,13,1
臺中市,124,龍井區,2017012418,16.9,11.8,5.9,7,1024,86,14.4,34,0,90,5,1,12,1
臺中市,124,龍井區,2017012419,16,11.4,4.9,14,1024,87,13.9,37,0,90,5,1,12,1
臺中市,124,龍井區,2017012420,15.7,11.4,4.3,10,1025,89,13.8,39,0,85,5,1,12,1
臺中市,124,龍井區,2017012421,15.3,10.9,4.2,12,1025,90,13.6,36,0,90,5,1,12,1
臺中市,124,龍井區,2017012422,15,10.8,3.7,28,1025,91,13.4,36,0,90,5,0,12,1
臺中市,124,龍井區,2017012423,14.7,10.7,3.6,15,1025,92,13.4,39,0,90,5,0,12,1
臺北市,12,北投區,2017012300,11.9,5.6,7,81,1029,80,8.4,14,0,95,5,0,14,1
臺北市,12,北投區,2017012301,11.9,5.5,7.3,86,1028,80,8.5,11,0,90,5,0,14,1
臺北市,12,北投區,2017012302,12.1,5.3,8.2,79,1028,80,8.7,9,0,95,5,0,14,1
臺北市,12,北投區,2017012303,12.1,5.9,7.8,77,1028,81,8.9,25,0,95,5,0,13,1
臺北市,12,北投區,2017012304,12.2,6.2,7.9,76,1028,81,8.9,33,0,95,5,0,13,1
臺北市,12,北投區,2017012305,12.3,7,7.3,82,1028,84,9.6,54,0,95,5,0,12,1
臺北市,12,北投區,2017012306,12.2,7.1,7.1,78,1028,84,9.6,57,0,90,5,0,11,1
臺北市,12,北投區,2017012307,12.3,8.3,7.5,70,1028,83,9.5,45,0,90,5,0,12,1
臺北市,12,北投區,2017012308,13.6,12,8.5,66,1028,78,9.7,58,0,95,4,1,12,1
臺北市,12,北投區,2017012309,14.4,13.1,10.4,70,1028,75,10,59,0,95,4,2,12,1
臺北市,12,北投區,2017012310,15,14.6,10.7,70,1029,73,10.1,59,0,95,3,2,13,1
臺北市,12,北投區,2017012311,15.3,15.3,11.2,68,1029,74,10.6,60,0,90,3,2,12,1
臺北市,12,北投區,2017012312,15.4,15.5,11.1,65,1028,72,10.4,69,0,95,2,2,12,1
臺北市,12,北投區,2017012313,15.3,15,11.5,68,1028,72,10.2,67,0,90,2,2,12,1
臺北市,12,北投區,2017012314,15.1,14.4,11.2,66,1027,73,10.3,66,0,95,2,2,12,1
臺北市,12,北投區,2017012315,14.8,13.7,10.7,68,1028,74,10.2,63,0,95,3,2,12,1
臺北市,12,北投區,2017012316,14.3,12,10.3,70,1028,76,10,57,0,90,4,1,12,1
臺北市,12,北投區,2017012317,13.7,9.8,9.3,71,1027,77,9.7,57,0,95,4,0,12,1
臺北市,12,北投區,2017012318,13.1,7.5,8.9,70,1028,79,9.5,58,0,95,4,0,12,1
臺北市,12,北投區,2017012319,13.2,8.1,8,77,1028,80,9.7,64,0,95,3,0,11,1
臺北市,12,北投區,2017012320,13.2,8.9,6.7,97,1028,82,10.1,74,0,90,2,0,11,1
臺北市,12,北投區,2017012321,13.3,8.4,7.8,86,1028,82,10.2,65,0,90,2,0,11,1
臺北市,12,北投區,2017012322,13.2,9,6.7,101,1028,85,10.7,77,0,90,1,0,10,1
臺北市,12,北投區,2017012323,13.3,7.8,9,76,1027,83,10.4,58,0,95,3,0,11,1
臺北市,12,北投區,2017012400,13.1,8.7,6.5,103,1028,85,10.6,68,0,90,3,0,11,1
臺北市,12,北投區,2017012401,13.6,8.5,8.1,87,1027,86,11.2,66,0,90,2,0,11,1
臺北市,12,北投區,2017012402,13.2,8.5,7.6,94,1027,82,10.2,64,0,95,3,0,11,1
臺北市,12,北投區,2017012403,13.6,8.6,8.2,88,1027,82,10.5,72,0,95,2,0,11,1
臺北市,12,北投區,2017012404,13.6,9.1,7,98,1026,86,11.2,71,0,95,2,0,11,1
臺北市,12,北投區,2017012405,13.7,9.1,7.2,93,1026,85,11.1,73,0,95,2,0,11,1
臺北市,12,北投區,2017012406,13.6,9,7.4,91,1027,84,10.9,71,0.1,95,2,0,11,1
臺北市,12,北投區,2017012407,13.8,10.1,7,92,1027,84,11.1,74,0.1,90,2,0,10,1
臺北市,12,北投區,2017012408,14.1,11.4,6.9,91,1028,83,11.1,73,0.1,90,2,1,11,1
臺北市,12,北投區,2017012409,14.5,11.7,8.1,80,1028,82,11.4,74,0.1,90,1,1,11,1
